entry,dairy,spices,drinks,fruit,checkout
0,0.287441236,0.181329752,0.153391538,0.377300201,0.000537273
0,0.737022665,0.051346943,0.058545639,0.049772229,0.103312525
0,0.193214399,0.402198152,0.16310927,0.090952533,0.150525645
0,0.010899743,0.086992288,0.598560411,0.087917738,0.21562982
0,0.095743844,0.050664779,0.054834395,0.597199276,0.201557706
0,0,0,0,0,1
